Zeitstempel;Zeit in ms seit 01.01.1970;Kompasskurs Azimuth;Differenz SimplePIDController;Rudderposition SimplePIDController;Pilot Rudderposition;AKSEN Winkel Rudderposition
2013-03-27 14:29:50:0188;1364390990188;270.8;;;;
2013-03-27 14:29:50:0427;1364390990427;270.7;;;;
2013-03-27 14:29:50:0665;1364390990665;270.7;;;;
2013-03-27 14:29:50:0907;1364390990907;270.7;;;;
2013-03-27 14:29:51:0144;1364390991144;270.7;;;;
2013-03-27 14:29:51:0382;1364390991382;270.7;;;;
2013-03-27 14:29:51:0626;1364390991626;270.7;;;;
2013-03-27 14:29:51:0858;1364390991858;270.7;;;;
2013-03-27 14:29:52:0095;1364390992095;270.7;;;;
2013-03-27 14:29:52:0332;1364390992332;270.7;;;;
2013-03-27 14:29:52:0570;1364390992570;270.6;;;;
2013-03-27 14:29:52:0808;1364390992808;270.6;;;;
2013-03-27 14:29:53:0051;1364390993051;270.6;;;;
2013-03-27 14:29:53:0288;1364390993288;270.8;;;;
2013-03-27 14:29:53:0525;1364390993525;270.9;;;;
2013-03-27 14:29:53:0763;1364390993763;270.85;;;;
2013-03-27 14:29:54:0001;1364390994001;270.7;;;;
2013-03-27 14:29:54:0239;1364390994239;270.7;;;;
2013-03-27 14:29:54:0477;1364390994477;270.7;;;;
2013-03-27 14:29:54:0715;1364390994715;270.7;;;;
2013-03-27 14:29:54:0951;1364390994951;270.8;;;;
2013-03-27 14:29:55:0195;1364390995195;270.8;;;;
2013-03-27 14:29:55:0431;1364390995431;270.8;;;;
2013-03-27 14:29:55:0669;1364390995669;270.8;;;;
2013-03-27 14:29:55:0907;1364390995907;270.8;;;;
2013-03-27 14:29:56:0144;1364390996144;270.7;;;;
2013-03-27 14:29:56:0383;1364390996383;270.8;;;;
2013-03-27 14:29:56:0625;1364390996625;270.8;;;;
2013-03-27 14:29:56:0858;1364390996858;270.8;;;;
2013-03-27 14:29:57:0096;1364390997096;270.9;;;;
2013-03-27 14:29:57:0337;1364390997337;270.9;;;;
2013-03-27 14:29:57:0574;1364390997574;270.9;;;;
2013-03-27 14:29:57:0813;1364390997813;270.8;;;;
2013-03-27 14:29:58:0051;1364390998051;270.9;;;;
2013-03-27 14:29:58:0287;1364390998287;271.0;;;;
2013-03-27 14:29:58:0525;1364390998525;271.0;;;;
2013-03-27 14:29:58:0764;1364390998764;271.0;;;;
2013-03-27 14:29:59:0002;1364390999002;270.9;;;;
2013-03-27 14:29:59:0240;1364390999240;270.9;;;;
2013-03-27 14:29:59:0482;1364390999482;270.9;;;;
2013-03-27 14:29:59:0720;1364390999720;270.9;;;;
2013-03-27 14:29:59:0958;1364390999958;270.9;;;;
2013-03-27 14:30:00:0195;1364391000195;270.9;;;;
2013-03-27 14:30:00:0433;1364391000433;270.8;;;;
2013-03-27 14:30:00:0671;1364391000671;270.9;;;;
2013-03-27 14:30:00:0909;1364391000909;270.7;;;;
2013-03-27 14:30:01:0147;1364391001147;270.8;;;;
2013-03-27 14:30:01:0389;1364391001389;270.8;;;;
2013-03-27 14:30:01:0627;1364391001627;270.8;;;;
2013-03-27 14:30:01:0863;1364391001863;270.8;;;;
2013-03-27 14:30:02:0101;1364391002101;270.8;;;;
2013-03-27 14:30:02:0338;1364391002338;270.7;;;;
2013-03-27 14:30:02:0560;1364391002560;;-34.0;;;
2013-03-27 14:30:02:0560;1364391002560;;;59.5;;
2013-03-27 14:30:02:0561;1364391002561;;;;59.5;
2013-03-27 14:30:02:0575;1364391002575;270.7;;;;
2013-03-27 14:30:02:0709;1364391002709;;;;;59
2013-03-27 14:30:02:0813;1364391002813;270.7;;;;
2013-03-27 14:30:03:0051;1364391003051;270.9;;;;
2013-03-27 14:30:03:0289;1364391003289;270.9;;;;
2013-03-27 14:30:03:0339;1364391003339;;-25.0;;;
2013-03-27 14:30:03:0339;1364391003339;;;52.41;;
2013-03-27 14:30:03:0339;1364391003339;;;;52.41;
2013-03-27 14:30:03:0507;1364391003507;;;;;52
2013-03-27 14:30:03:0527;1364391003527;270.8;;;;
2013-03-27 14:30:03:0708;1364391003708;;-18.0;;;
2013-03-27 14:30:03:0708;1364391003708;;;46.91;;
2013-03-27 14:30:03:0708;1364391003708;;;;46.91;
2013-03-27 14:30:03:0770;1364391003770;270.75;;;;
2013-03-27 14:30:03:0855;1364391003855;;;;;46
2013-03-27 14:30:04:0009;1364391004009;270.85;;;;
2013-03-27 14:30:04:0059;1364391004059;;-12.0;;;
2013-03-27 14:30:04:0059;1364391004059;;;42.230000000000004;;
2013-03-27 14:30:04:0060;1364391004060;;;;42.23;
2013-03-27 14:30:04:0227;1364391004227;;;;;42
2013-03-27 14:30:04:0244;1364391004244;271.0;;;;
2013-03-27 14:30:04:0427;1364391004427;;-8.0;;;
2013-03-27 14:30:04:0427;1364391004427;;;39.11;;
2013-03-27 14:30:04:0428;1364391004428;;;;39.11;
2013-03-27 14:30:04:0495;1364391004495;271.0;;;;
2013-03-27 14:30:04:0643;1364391004643;;;;;39
2013-03-27 14:30:04:0719;1364391004719;270.9;;;;
2013-03-27 14:30:04:0843;1364391004843;;-5.0;;;
2013-03-27 14:30:04:0843;1364391004843;;;36.78;;
2013-03-27 14:30:04:0843;1364391004843;;;;36.78;
2013-03-27 14:30:04:0957;1364391004957;270.7;;;;
2013-03-27 14:30:04:0983;1364391004983;;;;;36
2013-03-27 14:30:05:0184;1364391005184;;-2.0;;;
2013-03-27 14:30:05:0184;1364391005184;;;34.48;;
2013-03-27 14:30:05:0185;1364391005185;;;;34.48;
2013-03-27 14:30:05:0209;1364391005209;270.6;;;;
2013-03-27 14:30:05:0359;1364391005359;;;;;34
2013-03-27 14:30:05:0433;1364391005433;270.7;;;;
2013-03-27 14:30:05:0559;1364391005559;;0.0;;;
2013-03-27 14:30:05:0559;1364391005559;;;32.96;;
2013-03-27 14:30:05:0559;1364391005559;;;;32.96;
2013-03-27 14:30:05:0671;1364391005671;270.8;;;;
2013-03-27 14:30:05:0901;1364391005901;;;;;32
2013-03-27 14:30:05:0913;1364391005913;270.8;;;;
2013-03-27 14:30:06:0101;1364391006101;;0.0;;;
2013-03-27 14:30:06:0101;1364391006101;;;32.96;;
2013-03-27 14:30:06:0102;1364391006102;;;;32.96;
2013-03-27 14:30:06:0150;1364391006150;270.8;;;;
2013-03-27 14:30:06:0388;1364391006388;270.7;;;;
2013-03-27 14:30:06:0455;1364391006455;;;;;32
2013-03-27 14:30:06:0626;1364391006626;270.75;;;;
2013-03-27 14:30:06:0655;1364391006655;;0.0;;;
2013-03-27 14:30:06:0655;1364391006655;;;32.96;;
2013-03-27 14:30:06:0655;1364391006655;;;;32.96;
2013-03-27 14:30:06:0863;1364391006863;270.9;;;;
2013-03-27 14:30:07:0009;1364391007009;;;;;32
2013-03-27 14:30:07:0101;1364391007101;270.8;;;;
2013-03-27 14:30:07:0210;1364391007210;;0.0;;;
2013-03-27 14:30:07:0210;1364391007210;;;32.96;;
2013-03-27 14:30:07:0211;1364391007211;;;;32.96;
2013-03-27 14:30:07:0338;1364391007338;270.8;;;;
2013-03-27 14:30:07:0561;1364391007561;;;;;32
2013-03-27 14:30:07:0577;1364391007577;270.8;;;;
2013-03-27 14:30:07:0761;1364391007761;;0.0;;;
2013-03-27 14:30:07:0761;1364391007761;;;32.96;;
2013-03-27 14:30:07:0761;1364391007761;;;;32.96;
2013-03-27 14:30:07:0814;1364391007814;271.0;;;;
2013-03-27 14:30:08:0057;1364391008057;271.0;;;;
2013-03-27 14:30:08:0105;1364391008105;;;;;32
2013-03-27 14:30:08:0300;1364391008300;270.8;;;;
2013-03-27 14:30:08:0307;1364391008307;;0.0;;;
2013-03-27 14:30:08:0307;1364391008307;;;32.96;;
2013-03-27 14:30:08:0307;1364391008307;;;;32.96;
2013-03-27 14:30:08:0531;1364391008531;270.7;;;;
2013-03-27 14:30:08:0646;1364391008646;;;;;32
2013-03-27 14:30:08:0769;1364391008769;270.8;;;;
2013-03-27 14:30:08:0847;1364391008847;;0.0;;;
2013-03-27 14:30:08:0847;1364391008847;;;32.96;;
2013-03-27 14:30:08:0847;1364391008847;;;;32.96;
2013-03-27 14:30:09:0007;1364391009007;270.8;;;;
2013-03-27 14:30:09:0196;1364391009196;;;;;32
2013-03-27 14:30:09:0243;1364391009243;270.8;;;;
2013-03-27 14:30:09:0397;1364391009397;;0.0;;;
2013-03-27 14:30:09:0397;1364391009397;;;32.96;;
2013-03-27 14:30:09:0397;1364391009397;;;;32.96;
2013-03-27 14:30:09:0482;1364391009482;270.7;;;;
2013-03-27 14:30:09:0720;1364391009720;270.8;;;;
2013-03-27 14:30:09:0762;1364391009762;;;;;32
2013-03-27 14:30:09:0958;1364391009958;270.7;;;;
2013-03-27 14:30:09:0963;1364391009963;;0.0;;;
2013-03-27 14:30:09:0963;1364391009963;;;32.96;;
2013-03-27 14:30:09:0963;1364391009963;;;;32.96;
2013-03-27 14:30:10:0200;1364391010200;270.7;;;;
2013-03-27 14:30:10:0293;1364391010293;;;;;32
2013-03-27 14:30:10:0437;1364391010437;270.9;;;;
2013-03-27 14:30:10:0494;1364391010494;;0.0;;;
2013-03-27 14:30:10:0494;1364391010494;;;32.96;;
2013-03-27 14:30:10:0494;1364391010494;;;;32.96;
2013-03-27 14:30:10:0675;1364391010675;270.9;;;;
2013-03-27 14:30:10:0828;1364391010828;;;;;32
2013-03-27 14:30:10:0912;1364391010912;270.9;;;;
2013-03-27 14:30:11:0028;1364391011028;;0.0;;;
2013-03-27 14:30:11:0028;1364391011028;;;32.96;;
2013-03-27 14:30:11:0028;1364391011028;;;;32.96;
2013-03-27 14:30:11:0149;1364391011149;270.9;;;;
2013-03-27 14:30:11:0376;1364391011376;;;;;32
2013-03-27 14:30:11:0387;1364391011387;271.0;;;;
2013-03-27 14:30:11:0577;1364391011577;;0.0;;;
2013-03-27 14:30:11:0577;1364391011577;;;32.96;;
2013-03-27 14:30:11:0577;1364391011577;;;;32.96;
2013-03-27 14:30:11:0624;1364391011624;271.0;;;;
2013-03-27 14:30:11:0863;1364391011863;271.0;;;;
2013-03-27 14:30:11:0902;1364391011902;;;;;32
2013-03-27 14:30:12:0101;1364391012101;270.9;;;;
2013-03-27 14:30:12:0103;1364391012103;;0.0;;;
2013-03-27 14:30:12:0103;1364391012103;;;32.96;;
2013-03-27 14:30:12:0103;1364391012103;;;;32.96;
2013-03-27 14:30:12:0343;1364391012343;270.9;;;;
2013-03-27 14:30:12:0429;1364391012429;;;;;32
2013-03-27 14:30:12:0580;1364391012580;270.9;;;;
2013-03-27 14:30:12:0630;1364391012630;;0.0;;;
2013-03-27 14:30:12:0630;1364391012630;;;32.96;;
2013-03-27 14:30:12:0630;1364391012630;;;;32.96;
2013-03-27 14:30:12:0818;1364391012818;270.9;;;;
2013-03-27 14:30:12:0993;1364391012993;;;;;32
2013-03-27 14:30:13:0056;1364391013056;270.8;;;;
2013-03-27 14:30:13:0194;1364391013194;;0.0;;;
2013-03-27 14:30:13:0194;1364391013194;;;32.96;;
2013-03-27 14:30:13:0195;1364391013195;;;;32.96;
2013-03-27 14:30:13:0294;1364391013294;270.8;;;;
2013-03-27 14:30:13:0531;1364391013531;270.8;;;;
2013-03-27 14:30:13:0531;1364391013531;;;;;32
2013-03-27 14:30:13:0731;1364391013731;;0.0;;;
2013-03-27 14:30:13:0731;1364391013731;;;32.96;;
2013-03-27 14:30:13:0731;1364391013731;;;;32.96;
2013-03-27 14:30:13:0769;1364391013769;270.9;;;;
2013-03-27 14:30:14:0006;1364391014006;270.8;;;;
2013-03-27 14:30:14:0113;1364391014113;;;;;32
2013-03-27 14:30:14:0245;1364391014245;270.8;;;;
2013-03-27 14:30:14:0313;1364391014313;;0.0;;;
2013-03-27 14:30:14:0313;1364391014313;;;32.96;;
2013-03-27 14:30:14:0314;1364391014314;;;;32.96;
2013-03-27 14:30:14:0487;1364391014487;270.8;;;;
2013-03-27 14:30:14:0686;1364391014686;;;;;32
2013-03-27 14:30:14:0723;1364391014723;270.9;;;;
2013-03-27 14:30:14:0888;1364391014888;;0.0;;;
2013-03-27 14:30:14:0888;1364391014888;;;32.96;;
2013-03-27 14:30:14:0888;1364391014888;;;;32.96;
2013-03-27 14:30:14:0962;1364391014962;270.9;;;;
2013-03-27 14:30:15:0199;1364391015199;270.9;;;;
2013-03-27 14:30:15:0245;1364391015245;;;;;32
2013-03-27 14:30:15:0437;1364391015437;270.9;;;;
2013-03-27 14:30:15:0446;1364391015446;;0.0;;;
2013-03-27 14:30:15:0446;1364391015446;;;32.96;;
2013-03-27 14:30:15:0454;1364391015454;;;;32.96;
2013-03-27 14:30:15:0675;1364391015675;271.1;;;;
2013-03-27 14:30:15:0800;1364391015800;;;;;32
2013-03-27 14:30:15:0922;1364391015922;271.1;;;;
2013-03-27 14:30:16:0000;1364391016000;;0.0;;;
2013-03-27 14:30:16:0000;1364391016000;;;32.96;;
2013-03-27 14:30:16:0001;1364391016001;;;;32.96;
2013-03-27 14:30:16:0150;1364391016150;271.0;;;;
2013-03-27 14:30:16:0351;1364391016351;;;;;32
2013-03-27 14:30:16:0388;1364391016388;270.9;;;;
2013-03-27 14:30:16:0551;1364391016551;;0.0;;;
2013-03-27 14:30:16:0551;1364391016551;;;32.96;;
2013-03-27 14:30:16:0551;1364391016551;;;;32.96;
2013-03-27 14:30:16:0631;1364391016631;270.9;;;;
2013-03-27 14:30:16:0867;1364391016867;270.9;;;;
2013-03-27 14:30:16:0918;1364391016918;;;;;32
2013-03-27 14:30:17:0106;1364391017106;270.8;;;;
2013-03-27 14:30:17:0118;1364391017118;;0.0;;;
2013-03-27 14:30:17:0118;1364391017118;;;32.96;;
2013-03-27 14:30:17:0118;1364391017118;;;;32.96;
2013-03-27 14:30:17:0344;1364391017344;270.7;;;;
2013-03-27 14:30:17:0468;1364391017468;;;;;32
2013-03-27 14:30:17:0581;1364391017581;270.8;;;;
2013-03-27 14:30:17:0668;1364391017668;;0.0;;;
2013-03-27 14:30:17:0668;1364391017668;;;32.96;;
2013-03-27 14:30:17:0668;1364391017668;;;;32.96;
2013-03-27 14:30:17:0818;1364391017818;270.8;;;;
2013-03-27 14:30:18:0041;1364391018041;;;;;32
2013-03-27 14:30:18:0057;1364391018057;270.7;;;;
2013-03-27 14:30:18:0242;1364391018242;;0.0;;;
2013-03-27 14:30:18:0242;1364391018242;;;32.96;;
2013-03-27 14:30:18:0242;1364391018242;;;;32.96;
2013-03-27 14:30:18:0295;1364391018295;270.8;;;;
2013-03-27 14:30:18:0533;1364391018533;270.8;;;;
2013-03-27 14:30:18:0580;1364391018580;;;;;32
2013-03-27 14:30:18:0775;1364391018775;270.7;;;;
2013-03-27 14:30:18:0781;1364391018781;;0.0;;;
2013-03-27 14:30:18:0781;1364391018781;;;32.96;;
2013-03-27 14:30:18:0782;1364391018782;;;;32.96;
2013-03-27 14:30:19:0012;1364391019012;270.7;;;;
2013-03-27 14:30:19:0166;1364391019166;;;;;32
2013-03-27 14:30:19:0250;1364391019250;270.8;;;;
2013-03-27 14:30:19:0367;1364391019367;;0.0;;;
2013-03-27 14:30:19:0367;1364391019367;;;32.96;;
2013-03-27 14:30:19:0367;1364391019367;;;;32.96;
2013-03-27 14:30:19:0486;1364391019486;270.8;;;;
2013-03-27 14:30:19:0725;1364391019725;270.9;;;;
2013-03-27 14:30:19:0732;1364391019732;;;;;32
2013-03-27 14:30:19:0933;1364391019933;;0.0;;;
2013-03-27 14:30:19:0933;1364391019933;;;32.96;;
2013-03-27 14:30:19:0933;1364391019933;;;;32.96;
2013-03-27 14:30:19:0963;1364391019963;270.9;;;;
2013-03-27 14:30:20:0201;1364391020201;270.9;;;;
2013-03-27 14:30:20:0264;1364391020264;;;;;32
2013-03-27 14:30:20:0437;1364391020437;270.9;;;;
2013-03-27 14:30:20:0465;1364391020465;;0.0;;;
2013-03-27 14:30:20:0465;1364391020465;;;32.96;;
2013-03-27 14:30:20:0465;1364391020465;;;;32.96;
2013-03-27 14:30:20:0676;1364391020676;270.9;;;;
2013-03-27 14:30:20:0796;1364391020796;;;;;32
2013-03-27 14:30:20:0920;1364391020920;270.8;;;;
2013-03-27 14:30:20:0997;1364391020997;;0.0;;;
2013-03-27 14:30:20:0997;1364391020997;;;32.96;;
2013-03-27 14:30:20:0997;1364391020997;;;;32.96;
2013-03-27 14:30:21:0156;1364391021156;271.0;;;;
2013-03-27 14:30:21:0349;1364391021349;;;;;32
2013-03-27 14:30:21:0393;1364391021393;270.6;;;;
2013-03-27 14:30:21:0549;1364391021549;;0.0;;;
2013-03-27 14:30:21:0549;1364391021549;;;32.96;;
2013-03-27 14:30:21:0549;1364391021549;;;;32.96;
2013-03-27 14:30:21:0630;1364391021630;270.2;;;;
2013-03-27 14:30:21:0869;1364391021869;272.2;;;;
2013-03-27 14:30:21:0883;1364391021883;;;;;32
2013-03-27 14:30:22:0084;1364391022084;;0.0;;;
2013-03-27 14:30:22:0084;1364391022084;;;32.96;;
2013-03-27 14:30:22:0084;1364391022084;;;;32.96;
2013-03-27 14:30:22:0105;1364391022105;278.1;;;;
2013-03-27 14:30:22:0344;1364391022344;282.2;;;;
2013-03-27 14:30:22:0433;1364391022433;;;;;32
2013-03-27 14:30:22:0583;1364391022583;281.85;;;;
2013-03-27 14:30:22:0639;1364391022639;;0.0;;;
2013-03-27 14:30:22:0639;1364391022639;;;32.96;;
2013-03-27 14:30:22:0640;1364391022640;;;;32.96;
2013-03-27 14:30:22:0819;1364391022819;284.1;;;;
2013-03-27 14:30:22:0982;1364391022982;;;;;32
2013-03-27 14:30:23:0062;1364391023062;285.1;;;;
2013-03-27 14:30:23:0183;1364391023183;;0.0;;;
2013-03-27 14:30:23:0183;1364391023183;;;32.96;;
2013-03-27 14:30:23:0183;1364391023183;;;;32.96;
2013-03-27 14:30:23:0299;1364391023299;284.6;;;;
2013-03-27 14:30:23:0537;1364391023537;284.5;;;;
2013-03-27 14:30:23:0546;1364391023546;;;;;32
2013-03-27 14:30:23:0746;1364391023746;;0.0;;;
2013-03-27 14:30:23:0746;1364391023746;;;32.96;;
2013-03-27 14:30:23:0746;1364391023746;;;;32.96;
2013-03-27 14:30:23:0773;1364391023773;283.8;;;;
2013-03-27 14:30:24:0012;1364391024012;283.2;;;;
2013-03-27 14:30:24:0090;1364391024090;;;;;32
2013-03-27 14:30:24:0249;1364391024249;281.75;;;;
2013-03-27 14:30:24:0291;1364391024291;;0.0;;;
2013-03-27 14:30:24:0291;1364391024291;;;32.96;;
2013-03-27 14:30:24:0291;1364391024291;;;;32.96;
2013-03-27 14:30:24:0487;1364391024487;281.1;;;;
2013-03-27 14:30:24:0634;1364391024634;;;;;32
2013-03-27 14:30:24:0725;1364391024725;280.3;;;;
2013-03-27 14:30:24:0838;1364391024838;;0.0;;;
2013-03-27 14:30:24:0838;1364391024838;;;32.96;;
2013-03-27 14:30:24:0839;1364391024839;;;;32.96;
2013-03-27 14:30:24:0963;1364391024963;277.15;;;;
2013-03-27 14:30:25:0200;1364391025200;;;;;32
2013-03-27 14:30:25:0205;1364391025205;273.6;;;;
2013-03-27 14:30:25:0401;1364391025401;;0.0;;;
2013-03-27 14:30:25:0401;1364391025401;;;32.96;;
2013-03-27 14:30:25:0401;1364391025401;;;;32.96;
2013-03-27 14:30:25:0442;1364391025442;269.85;;;;
2013-03-27 14:30:25:0680;1364391025680;266.6;;;;
2013-03-27 14:30:25:0778;1364391025778;;;;;32
2013-03-27 14:30:25:0918;1364391025918;263.5;;;;
2013-03-27 14:30:25:0979;1364391025979;;0.0;;;
2013-03-27 14:30:25:0979;1364391025979;;;32.96;;
2013-03-27 14:30:25:0979;1364391025979;;;;32.96;
2013-03-27 14:30:26:0155;1364391026155;259.8;;;;
2013-03-27 14:30:26:0342;1364391026342;;;;;32
2013-03-27 14:30:26:0392;1364391026392;253.6;;;;
2013-03-27 14:30:26:0543;1364391026543;;0.0;;;
2013-03-27 14:30:26:0543;1364391026543;;;32.96;;
2013-03-27 14:30:26:0543;1364391026543;;;;32.96;
2013-03-27 14:30:26:0631;1364391026631;242.2;;;;
2013-03-27 14:30:26:0869;1364391026869;227.15;;;;
2013-03-27 14:30:26:0904;1364391026904;;;;;32
2013-03-27 14:30:27:0105;1364391027105;;0.0;;;
2013-03-27 14:30:27:0105;1364391027105;;;32.96;;
2013-03-27 14:30:27:0105;1364391027105;;;;32.96;
2013-03-27 14:30:27:0107;1364391027107;212.85;;;;
2013-03-27 14:30:27:0349;1364391027349;197.75;;;;
2013-03-27 14:30:27:0457;1364391027457;;;;;32
2013-03-27 14:30:27:0585;1364391027585;184.9;;;;
2013-03-27 14:30:27:0657;1364391027657;;30.22222222222223;;;
2013-03-27 14:30:27:0657;1364391027657;;;40.51555555555556;;
2013-03-27 14:30:27:0657;1364391027657;;;;40.515556;
2013-03-27 14:30:27:0803;1364391027803;;;;;40
2013-03-27 14:30:27:0823;1364391027823;170.4;;;;
2013-03-27 14:30:28:0004;1364391028004;;36.0;;;
2013-03-27 14:30:28:0004;1364391028004;;;48.26222222222222;;
2013-03-27 14:30:28:0004;1364391028004;;;;48.262222;
2013-03-27 14:30:28:0061;1364391028061;162.25;;;;
2013-03-27 14:30:28:0151;1364391028151;;;;;48
2013-03-27 14:30:28:0299;1364391028299;153.15;;;;
2013-03-27 14:30:28:0351;1364391028351;;43.111111111111114;;;
2013-03-27 14:30:28:0351;1364391028351;;;58.400000000000006;;
2013-03-27 14:30:28:0352;1364391028352;;;;58.4;
2013-03-27 14:30:28:0495;1364391028495;;;;;58
2013-03-27 14:30:28:0537;1364391028537;149.55;;;;
2013-03-27 14:30:28:0703;1364391028703;;36.66666666666666;;;
2013-03-27 14:30:28:0703;1364391028703;;;67.22;;
2013-03-27 14:30:28:0704;1364391028704;;;;67.22;
2013-03-27 14:30:28:0773;1364391028773;149.6;;;;
2013-03-27 14:30:28:0853;1364391028853;;;;;67
2013-03-27 14:30:29:0012;1364391029012;148.75;;;;
2013-03-27 14:30:29:0054;1364391029054;;28.555555555555557;;;
2013-03-27 14:30:29:0054;1364391029054;;;74.55888888888889;;
2013-03-27 14:30:29:0054;1364391029054;;;;74.55889;
2013-03-27 14:30:29:0213;1364391029213;;;;;74
2013-03-27 14:30:29:0249;1364391029249;148.7;;;;
2013-03-27 14:30:29:0413;1364391029413;;21.555555555555557;;;
2013-03-27 14:30:29:0413;1364391029413;;;80.09444444444445;;
2013-03-27 14:30:29:0413;1364391029413;;;;80.094444;
2013-03-27 14:30:29:0492;1364391029492;149.0;;;;
2013-03-27 14:30:29:0551;1364391029551;;;;;80
2013-03-27 14:30:29:0729;1364391029729;148.9;;;;
2013-03-27 14:30:29:0751;1364391029751;;15.555555555555557;;;
2013-03-27 14:30:29:0751;1364391029751;;;84.81;;
2013-03-27 14:30:29:0751;1364391029751;;;;84.81;
2013-03-27 14:30:29:0893;1364391029893;;;;;84
2013-03-27 14:30:29:0966;1364391029966;149.0;;;;
2013-03-27 14:30:30:0093;1364391030093;;11.555555555555557;;;
2013-03-27 14:30:30:0093;1364391030093;;;87.96555555555555;;
